id,reference,currentStage,edition,publicationDate
14921,ISO 7944:1984,9599,1,1984-09-01
14922,ISO 7945:1985,9599,1,1985-06-13
14923,ISO 7946:1985,9599,1,1985-06-13
14924,ISO 7947:1985,9599,1,1985-06-20
14925,ISO 7948:1987,9599,1,1987-11-05
14926,ISO 7949:1985,9599,1,1985-06-27
14927,ISO 7950:1985,9599,1,1985-06-06
14928,ISO/CD 7951,3098,1,
14929,ISO 7952:1994,9093,1,1994-10-06
14930,ISO 7953:1985,9093,1,1985-12-12
14931,ISO 7954:1987,9599,1,1987-10-15
14932,ISO/TR 7955:1982,9599,1,1982-12-01
14933,ISO/CD 7956,3098,1,
14934,ISO 7957:1987,9599,1,1987-08-20
14935,ISO 7958:1987,9599,1,1987-08-20
14936,ISO 7959:1987,9599,1,1987-11-05
14937,ISO 7960:1995,9060,1,1995-02-02
14938,ISO 7961:1994,9599,1,1994-02-03
14939,ISO 7962:1987,9599,1,1987-08-20
14940,ISO 7963:1985,9599,1,1985-09-19
14942,ISO 7965-1:1984,9599,1,1984-12-01
14943,ISO 7966:1993,9599,1,1993-12-23
14944,ISO 7967-1:1987,9599,1,1987-10-22
14945,ISO 7967-2:1987,9599,1,1987-10-22
14946,ISO 7967-2:1987/Amd 1:1999,9599,1,1999-12-09
14947,ISO 7967-3:1987,9599,1,1987-10-22
14948,ISO 7967-4:1988,9599,1,1988-02-04
14950,ISO 7967-5:1992,9599,1,1992-04-30
14951,ISO 7967-6:1992,9599,1,1992-04-30
14952,ISO 7967-7:1998,9599,1,1998-09-24
14953,ISO 7967-8:1990,9599,1,1990-05-31
14954,ISO 7967-8:1994,9599,2,1994-11-10
14955,ISO 7967-9:1996,9599,1,1996-10-31
14956,ISO/DIS 7968.2,4098,2,
14957,ISO 7969:1985,9093,1,1985-11-07
14958,ISO 7970:1989,9599,1,1989-06-15
14959,ISO 7971:1986,9599,1,1986-03-27
14960,ISO/WD 7971-1,2098,1,
14962,ISO 7973:1992,9093,1,1992-11-25
14963,ISO/CD 7974,3098,1,
14964,ISO 7975:1985,9599,1,1985-06-27
14965,ISO 7976-1:1989,9093,1,1989-03-02
14966,ISO 7976-2:1989,9093,1,1989-02-16
14967,ISO/CD 7976-4,3098,1,
14968,ISO/CD 7977-1,3098,1,
14969,ISO/WD 7977-2,2098,1,
14970,ISO/WD 7977-3,2098,1,
14971,ISO/CD 7978,3098,1,
14972,ISO 7980:1986,9060,1,1986-05-01
14973,ISO/DIS 7981-1,4098,1,
14974,ISO/DIS 7981-2,4098,1,
14975,ISO 7982-1:1987,9599,1,1987-10-08
14976,ISO 7982-1:1998,9599,2,1998-04-16
14977,ISO/DIS 7982-2,4098,1,
14978,ISO/DIS 7982-3,4098,1,
14979,ISO/DIS 7982-4,4098,1,
14980,ISO 7983:1988,9599,1,1988-11-10
14981,ISO 7984:1988,9599,1,1988-06-23
14982,ISO/CD 7985,3098,1,
14983,ISO 7986:1997,9092,1,1997-07-24
14984,ISO 7987:1985,9599,1,1985-06-20
14985,ISO 7988:1988,9093,1,1988-10-06
14986,ISO 7989:1988,9599,1,1988-12-15
14987,ISO 7990:1985,9093,1,1985-12-12
14988,ISO 7991:1987,9093,1,1987-11-26
14989,ISO 7992:1992,9599,1,1992-08-20
14990,ISO/CD 7993,3098,1,
14991,ISO 7994:1985,9599,1,1985-11-07
14992,ISO/CD 7994,3098,2,
14993,ISO 7995:1985,9599,1,1985-05-09
14994,ISO 7995:1988,9599,2,1988-12-29
14995,ISO 7996:1985,9093,1,1985-12-19
14996,ISO/CD 10660,3098,1,
14997,ISO 7998:1984,9599,1,1984-11-01
14999,ISO/CD 8000,3098,1,
15000,ISO 8001:1984,9093,1,1984-11-01
15001,ISO 8002:1986,9093,1,1986-04-24
15002,ISO 8003:1985,9093,1,1985-05-30
15003,ISO 8004:1985,9093,1,1985-07-25
15004,ISO 8005:1984,9599,1,1984-10-01
15005,ISO 8006:1985,9093,1,1985-08-29
15006,ISO 8007:1985,9599,1,1985-10-31
15007,ISO 8008:1986,9599,1,1986-08-21
15008,ISO 8009-1:1997,9599,1,1997-04-10
15009,ISO 8009-2:1985,9599,1,1985-09-12
15010,ISO 8009-3:1985,9599,1,1985-09-12
15011,ISO 8009-4:1985,9599,1,1985-12-12
15012,ISO 8009-5:1985,9599,1,1985-09-12
15013,ISO 8009-6:1985,9599,1,1985-09-12
15014,ISO 8009-7:1985,9599,1,1985-09-12
15015,ISO 8009-8:1985,9599,1,1985-09-12
15016,ISO 8009-9:1985,9599,1,1985-09-12
15017,ISO 8009-10:1985,9599,1,1985-09-12
15018,ISO 8010:1988,9599,1,1988-06-16
15019,ISO 8011:1988,9599,1,1988-07-14
15020,ISO 8012:1988,9599,1,1988-12-29
15021,ISO 8013:1988,9599,1,1988-11-10
15022,ISO/DIS 8014,4098,1,
15023,ISO 8015:1985,9599,1,1985-12-18
15024,ISO 8016:1985,9020,1,1985-06-20
15025,ISO 8017:1985,9599,1,1985-08-15
15026,ISO 8018:1985,9599,1,1985-08-01
15027,ISO/DIS 8019,4098,1,
15028,ISO 8020:1986,9599,1,1986-09-25
15029,ISO 8020:1992,9599,2,1992-01-30
15030,ISO 8021:1986,9599,1,1986-09-04
15031,ISO 8022:1984,9599,1,1984-11-01
15032,ISO 8022:1990,9020,2,1990-07-05
15035,ISO 8026:1985,9599,1,1985-10-31
15036,ISO 8026:1995,9599,2,1995-04-13
15037,ISO 8027:1984,9599,1,1984-10-01
15038,ISO 8028:1987,9599,1,1987-06-11
15039,ISO 8029:1985,9599,1,1985-05-24
15040,ISO 8030:1987,9599,1,1987-12-03
15041,ISO 8031:1987,9599,1,1987-12-03
15042,ISO 8032:1987,9599,1,1987-11-05
15043,ISO 8033:1985,9599,1,1985-07-11
15044,ISO 8033:1991,9599,2,1991-12-05
15045,ISO/CD 8034,3098,1,
15046,ISO 8035:1991,9060,1,1991-12-12
15047,ISO 8036-1:1986,9599,1,1986-09-18
15048,ISO 8037-1:1986,9093,1,1986-09-18
15049,ISO 8037-2:1997,9093,1,1997-11-13
15050,ISO 8038:1985,9599,1,1985-11-14
15051,ISO 8039:1997,9599,1,1997-11-13
15052,ISO 8040:1986,9599,1,1986-09-18
15053,ISO 8041:1990,9599,1,1990-07-12
15054,ISO 8042:1988,9093,1,1988-07-14
15055,ISO 8043:1990,9599,1,1990-11-15
15056,ISO 8044:1986,9599,1,1986-12-22
15057,ISO 8044:1989,9599,2,1989-12-14
15058,Withdrawn 8044/Amd 2,4098,,
15059,ISO 8044:1989/Amd 1:1993,9599,2,1993-05-13
15060,ISO/DIS 8045,4098,1,
15061,ISO/DIS 8046,4098,1,
15062,ISO/DIS 8047,4098,1,
15063,ISO 8048:1984,9599,1,1984-12-01
15064,ISO 8049:1988,9599,1,1988-12-15
15065,ISO 8050:1988,9020,1,1988-12-15
15066,ISO 8051:1989,9599,1,1989-10-19
15067,ISO 8052:1984,9599,1,1984-10-01
15068,ISO 8052:1990,9093,2,1990-11-08
15069,ISO 8053:1986,9599,1,1986-11-20
15070,ISO 8054:1988,9599,1,1988-11-24
15071,ISO/CD 8055,3098,1,
15072,ISO 8056-1:1985,9093,1,1985-04-11
15073,ISO 8056-2:1988,9093,1,1988-10-13
15074,ISO 8056-3:1987,9093,1,1987-06-25
15075,ISO 8056-4:1987,9093,1,1987-06-25
15076,ISO 8058:1985,9599,1,1985-05-16
15077,ISO/TR 8059:1986,6060,1,1986-07-24
15078,ISO/WD 8059-2,2098,1,
15080,ISO 8061:1984,9599,1,1984-03-01
15081,ISO 8061:1991,9599,2,1991-08-15
15082,ISO 8062:1984,9599,1,1984-10-01
15083,ISO 8062:1994,9599,2,1994-03-24
15084,ISO 8063-1:1986,9599,1,1986-11-20
15085,ISO 8063-2:1986,9599,1,1986-09-19
15086,ISO 8064:1985,9599,1,1985-06-27
15087,ISO 8066-1:1997,9599,1,1997-07-31
15088,ISO 8067:1989,9599,1,1989-10-05
15089,ISO 8068:1987,9599,1,1987-06-18
15090,ISO 8069:1986,9599,1,1986-06-05
15091,ISO 8070:1987,9599,1,1987-03-12
15093,ISO 8072:1986,9599,1,1986-06-26
15094,ISO 8072:1986/Add 1:1986,9599,1,1986-12-18
15095,ISO 8072:1986/Cor 1:1991,9599,1,1991-07-18
15096,ISO 8073:1986,9599,1,1986-07-24
15097,ISO/IEC 8073:1988,9599,2,1988-12-29
15098,ISO/IEC 8073:1988/Add 1:1988,9599,2,1988-12-15
15099,ISO/IEC 8073:1988/Add 2:1989,9599,2,1989-09-07
15100,Withdrawn 8073/Amd 3,5098,,
15102,ISO/IEC 8073:1988/Cor 1:1990,9599,2,1990-01-11
15103,ISO/IEC 8073:1988/Cor 2:1990,9599,2,1990-04-01
15104,ISO/IEC 8073:1988/Cor 3:1990,9599,2,1990-05-01
15105,ISO/IEC 8073:1988/Cor 4:1991,9599,2,1991-02-01
15106,ISO/IEC 8073:1988/Cor 5:1991,9599,2,1991-01-01
15107,ISO 8074:1985,9599,1,1985-08-01
15108,ISO 8075:1985,9599,1,1985-08-01
15109,ISO 8076:1984,9599,1,1984-10-01
15110,ISO 8077:1984,9599,1,1984-10-01
15111,ISO 8078:1984,9599,1,1984-10-01
15112,ISO 8079:1984,9599,1,1984-10-01
15113,ISO 8080:1985,9599,1,1985-05-09
15114,ISO 8081:1985,9599,1,1985-01-17
15115,ISO 8082:1994,9599,1,1994-02-03
15116,ISO 8083:1989,9599,1,1989-12-21
15117,ISO 8084:1993,9599,1,1993-12-23
15118,ISO 8085-1:2001,9599,1,2001-09-13
15119,ISO 8085-2:2001,9599,1,2001-09-13
15120,ISO 8085-3:2001,9599,1,2001-09-13
15121,ISO/CD 8085-4,3098,1,
15122,ISO 8086:1986,9599,1,1986-10-30
15123,ISO 8087:1985,9599,1,1985-07-25
15124,ISO 8088:1994,9060,1,1994-10-13
15125,ISO/CD 8089,3098,1,
15126,ISO 8090:1990,9599,1,1990-02-22
15127,ISO/TR 8091:1983,9599,1,1983-02-01
15128,ISO 8092-1:1989,9599,1,1989-06-15
15129,ISO 8092-2:1988,9599,1,1988-11-17
15130,ISO 8092-3:1996,9020,1,1996-02-08
15131,ISO 8093:1985,9599,1,1985-04-04
15132,ISO 8094:1984,9599,1,1984-12-01
15133,ISO/CD 8094,3098,2,
15134,ISO 8095:1990,9093,1,1990-05-31
15135,ISO 8096-1:1989,9599,1,1989-06-22
15136,ISO 8096-1:1989/Cor 1:1991,9599,1,1991-08-01
15137,ISO 8096-2:1989,9599,1,1989-07-01
15138,ISO 8096-3:1988,9599,1,1988-05-01
15139,ISO 8097:1986,9599,1,1986-10-16
15140,ISO 8097:1993,9599,2,1993-08-26
15141,ISO 8098:1989,9599,1,1989-09-07
15142,ISO 8098:1989/Amd 1:1992,9599,1,1992-12-03
15143,ISO 8099:1985,9599,1,1985-12-19
15144,ISO/DIS 8099.3,4098,2,
15145,ISO/WD 8099-2,2098,1,
15146,ISO/WD 8099-3,2098,1,
15148,ISO/CD 8101,3098,1,
15149,ISO/DIS 8102.5,4098,1,
15150,ISO/CD 8103,3098,1,
15151,ISO/DIS 8104,4098,1,
15152,ISO/CD 8105,3098,1,
15153,ISO 8106:1985,9599,1,1985-07-25
15154,ISO 8107:1993,9060,1,1993-06-24
15155,ISO 8108:1986,9599,1,1986-07-10
15156,ISO 8109:1985,9599,1,1985-07-11
15157,ISO 8109:1990,9599,2,1990-11-29
15158,ISO 8110-1:1988,9599,1,1988-09-22
15159,ISO/WD 8110-2,2098,1,
15160,ISO 8111-1:1988,9599,1,1988-10-27
15161,ISO/WD 8111-2,2098,1,
15162,ISO 8112:1984,9599,1,1984-11-01
15163,ISO 8113:1985,9599,1,1985-07-11
15164,ISO 8114:1990,9599,1,1990-05-24
15165,ISO 8115:1986,9599,1,1986-11-06
15166,ISO 8115-2:1994,9599,1,1994-08-25
15167,ISO 8116-1:1985,9599,1,1985-04-25
15168,ISO 8116-2:1985,9599,1,1985-11-14
15169,ISO 8116-3:1986,9599,1,1986-12-04
15170,ISO 8116-4:1985,9599,1,1985-11-14
15171,ISO 8116-5:1988,9599,1,1988-05-05
15172,ISO 8116-6:1990,9599,1,1990-07-12
15173,ISO 8116-9:1991,9599,1,1991-10-24
15174,ISO 8117:1986,9599,1,1986-03-20
15175,ISO 8118:1986,9599,1,1986-11-20
15176,ISO 8119-1:1989,9599,1,1989-11-23
15177,ISO 8119-2:1989,9599,1,1989-11-23
15179,ISO 8119-3:1992,9093,1,1992-10-08
15180,ISO/CD 8120,3098,1,
15181,ISO 8121:1986,9599,1,1986-12-04
15182,ISO 8122:1988,9599,1,1988-03-24
15183,ISO 8123:1991,9093,1,1991-04-25
15184,ISO/DIS 8124-1,4098,1,
15185,ISO 8124-1:2000,9599,1,2000-03-23
15186,ISO 8124-2:1994,9599,1,1994-10-20
15187,ISO 8124-3:1997,9599,1,1997-04-03
15188,ISO/TR 8125:1984,9599,1,1984-02-01
15189,ISO 8126:1986,9599,1,1986-05-22
15190,ISO 8126:2000,9599,2,2000-02-17
15191,ISO 8127-1:1989,9093,1,1989-08-24
15192,ISO 8127-2:1999,9599,1,1999-08-12
15193,ISO 8128-1:1993,9093,1,1993-06-24
15194,ISO 8128-2:1993,9093,1,1993-06-24
15195,ISO 8129-1:1984,9599,1,1984-11-01
15197,ISO 8129-2:1984,9599,1,1984-11-01
15200,ISO 8130-1:1992,9599,1,1992-12-03
15201,ISO 8130-2:1992,9599,1,1992-12-03
15202,ISO 8130-3:1992,9599,1,1992-12-03
15203,ISO 8130-4:1992,9599,1,1992-12-03
15204,ISO 8130-5:1992,9599,1,1992-12-17
15205,ISO 8130-6:1992,9599,1,1992-12-03
15206,ISO 8130-7:1992,9599,1,1992-12-03
15207,ISO 8130-8:1994,9599,1,1994-08-11
15209,ISO 8130-9:1992,9599,1,1992-12-03
15211,ISO 8131:1986,9599,1,1986-07-17
15212,ISO 8131:1992,9599,2,1992-08-06
15213,ISO 8132:1986,9599,1,1986-12-04
15214,ISO 8133:1991,9599,1,1991-10-10
15215,ISO/DIS 8134,4098,1,
15216,ISO 8135:1986,9599,1,1986-04-03
15217,ISO 8136:1986,9599,1,1986-11-27
15218,ISO 8137:1986,9599,1,1986-11-27
15219,ISO 8138:1986,9599,1,1986-04-17
15220,ISO 8139:1986,9599,1,1986-04-17
15221,ISO 8139:1991,9599,2,1991-12-05
15222,ISO 8140:1986,9599,1,1986-04-17
15223,ISO 8140:1991,9599,2,1991-11-21
15224,ISO/CD 8141,3098,1,
15225,ISO 8142:1990,9092,1,1990-03-08
15226,ISO/DIS 8143,4098,1,
15227,ISO 8144-1:1995,9599,1,1995-10-19
15228,ISO 8144-2:1995,9599,1,1995-10-19
15229,ISO 8145:1994,9599,1,1994-01-20
15230,ISO 8146:1985,9020,1,1985-04-18
15231,ISO 8147:1995,9020,1,1995-06-22
15232,ISO 8148:1985,9020,1,1985-04-25
15233,ISO/DIS 8150,4098,1,
15234,ISO 8151:1987,9599,1,1987-03-12
15235,ISO 8152:1984,9093,1,1984-08-01
15236,ISO/DIS 8153,4098,1,
15237,ISO/CD 8154,3098,1,
15238,ISO/CD 8155,3098,1,
15239,ISO 8156:1987,9599,1,1987-03-12
15240,ISO 8157:1984,9599,1,1984-12-01
15242,ISO 8158:1985,9599,1,1985-09-12
15243,ISO 8159:1987,9599,1,1987-04-02
15244,ISO 8160:1987,9093,1,1987-03-12
15245,ISO/DIS 8161,4098,1,
15246,ISO 8162:1985,9599,1,1985-07-25
15247,ISO 8163:1985,9599,1,1985-07-25
15248,ISO 8164:1990,9599,1,1990-12-06
15249,ISO 8165-1:1992,9093,1,1992-01-23
15250,ISO 8165-2:1999,9060,1,1999-07-15
15252,ISO/CD 8166,3098,1,
15253,ISO 8167:1989,9599,1,1989-10-26
15254,ISO 8168:1988,9599,1,1988-02-04
15255,ISO 8169:1984,9020,1,1984-10-01
15256,ISO 8170:1985,9599,1,1985-07-18
15258,ISO/DIS 8171,4098,1,
15260,ISO 8173:1986,9599,1,1986-11-13
15261,ISO/CD 8173,3098,2,
15262,ISO 8174:1986,9092,1,1986-06-19
15263,ISO 8175:1986,9599,1,1986-07-10
15264,ISO 8176:1986,9599,1,1986-07-10
15265,ISO 8177:1985,9599,1,1985-11-07
15266,ISO 8177:1986,9599,2,1986-11-27
15267,ISO/CD 8178,3098,1,
15268,ISO 8178-1:1996,9599,1,1996-08-08
15269,ISO 8178-2:1996,9599,1,1996-08-08
15270,ISO 8178-3:1994,9599,1,1994-08-25
15271,ISO 8178-4:1996,9599,1,1996-08-08
15272,ISO 8178-5:1997,9599,1,1997-08-07
15273,ISO 8179:1985,9599,1,1985-04-04
15274,ISO 8180:1985,9599,1,1985-03-14
15275,ISO 8185:1988,9599,1,1988-03-24
15276,ISO 8186:1989,9093,1,1989-06-29
15278,ISO 8187:1991,9599,2,1991-03-14
15279,ISO 8188:1986,9599,1,1986-07-17
15280,ISO 8189:1992,9599,1,1992-10-21
15281,ISO 8190:1992,9599,1,1992-10-21
15282,ISO 8191-1:1987,9093,1,1987-02-05
15283,ISO 8191-2:1988,9093,1,1988-10-27
15284,ISO 8192:1986,9599,1,1986-07-17
15285,ISO 8193:1984,9599,1,1984-09-01
15286,ISO 8194:1987,9093,1,1987-05-21
15287,ISO 8195:1987,9599,1,1987-03-12
15288,ISO/DIS 8196,4098,1,
15289,ISO 8197:1988,9599,1,1988-10-27
15290,ISO/CD 8198,3098,1,
15291,ISO 8199:1988,9599,1,1988-06-23
15293,ISO 8201:1987,9599,1,1987-12-03
15294,ISO/CD 8204,3098,1,
15295,ISO 8205-1:1993,9599,1,1993-10-28
15296,ISO 8205-2:1993,9599,1,1993-12-09
15297,ISO 8205-3:1993,9599,1,1993-10-28
15298,ISO 8206:1991,9093,1,1991-06-27
15299,ISO 8207:1996,9092,1,1996-08-22
15300,ISO 8208:1987,9599,1,1987-09-10
15301,ISO/IEC 8208:1990,9599,2,1990-03-22
15302,ISO/IEC 8208:1990/Amd 1:1990,9599,2,1990-09-13
15303,ISO/IEC 8208:1990/Amd 3:1991,9599,2,1991-06-13
15304,ISO 8209:1986,9599,1,1986-06-12
15305,ISO 8210:1989,9599,1,1989-10-05
15306,ISO/WD 8210,2098,2,
15307,ISO 8211:1985,9599,1,1985-12-12
15308,ISO 8212:1986,9599,1,1986-06-12
15309,ISO 8213:1986,9093,1,1986-07-24
15310,ISO 8214:1985,9093,1,1985-12-12
15311,ISO 8215:1985,9092,1,1985-12-12
15312,ISO 8216-0:1986,9599,1,1986-12-18
15313,ISO 8216-1:1986,9599,1,1986-06-19
15314,ISO 8216-2:1986,9020,1,1986-12-30
15315,ISO 8216-3:1987,9093,1,1987-03-26
15316,ISO 8217:1987,9599,1,1987-04-09
15317,ISO 8218:1989,9599,1,1989-12-07
15319,ISO 8220:1986,9093,1,1986-09-18
15320,ISO/CD 8221,3098,1,
15321,ISO 8222:1987,9599,1,1987-02-19
15322,ISO/CD 8223,3098,1,
15323,ISO 8224-1:1985,9599,1,1985-10-31
15324,ISO 8224-2:1991,9093,1,1991-01-24
15325,ISO 8225:1987,9599,1,1987-12-17
15326,ISO 8226-1:1985,9599,1,1985-11-14
15327,ISO 8226-1:1994,9092,2,1994-12-15
15328,ISO 8226-2:1990,9092,1,1990-12-06
15329,ISO/FCD 8227,4098,1,
15331,ISO 8229:1991,9093,1,1991-08-15
15332,ISO 8230:1997,9599,1,1997-12-18
15334,ISO 8232:1988,9093,1,1988-11-10
15335,ISO 8233:1988,9599,1,1988-12-29
15341,ISO 8239:1987,9060,1,1987-12-03
15342,ISO/DIS 8240,4098,1,
15344,ISO 8242:1989,9599,1,1989-09-21
15345,ISO 8243:1988,9599,1,1988-02-11
15346,ISO 8243:1991,9599,2,1991-10-17
15347,ISO/TR 8244:1988,9599,1,1988-11-03
15348,ISO 8245:1987,9599,1,1987-06-18
15349,ISO/CD 8246,3098,1,
15351,ISO/DIS 8247.3,4098,1,
15352,ISO 8248:1985,9093,1,1985-10-03
15353,ISO 8249:1985,9599,1,1985-11-28
15354,ISO 8251:1987,9599,1,1987-08-20
15355,ISO 8252:1987,9599,1,1987-08-20
15356,ISO 8253-1:1989,9599,1,1989-11-23
15357,ISO 8253-2:1992,9599,1,1992-11-12
15358,ISO 8254-1:1999,9599,1,1999-11-04
15359,ISO 8254-2:2003,9599,1,2003-01-13
15360,ISO 8255-1:1986,9599,1,1986-09-04
15361,ISO 8255-2:1997,9599,1,1997-11-06
15362,ISO 8256:1990,9599,1,1990-12-20
15363,ISO 8256:1990/Cor 1:1991,9599,1,1991-05-16
15364,ISO 8257-1:1987,9599,1,1987-07-09
15365,ISO 8257-2:1990,9599,1,1990-11-15
15366,ISO 8258:1991,9599,1,1991-12-12
15367,ISO 12301:1992,9599,1,1992-12-03
15368,ISO 12302:1993,9599,1,1993-11-11
15369,ISO 12303:1995,9599,1,1995-02-09
15370,ISO/CD 12304,3098,1,
15371,ISO/CD 12305,3098,1,
15372,ISO/CD 8260,3098,1,
15373,ISO 8261:1989,9599,1,1989-06-15
15374,ISO 8262-1:1987,9599,1,1987-12-17
15375,ISO 8262-2:1987,9599,1,1987-12-10
15376,ISO 8262-3:1987,9599,1,1987-12-17
15377,ISO 8263:1992,9093,1,1992-04-09
15378,ISO 8264:1989,9092,1,1989-11-23
15379,ISO 8265:1988,9599,1,1988-12-29
15380,ISO/TR 8266:1984,9599,1,1984-09-01
15381,ISO 8267:1985,9599,1,1985-06-27
15382,ISO 8267:1997,9599,2,1997-02-06
15383,ISO 8268:1987,9093,1,1987-02-05
15384,ISO 8269:1985,9093,1,1985-06-27
15385,ISO 8270:1985,9599,1,1985-06-06
15386,ISO 8271:1985,9599,1,1985-07-11
15387,ISO 8272:1985,9599,1,1985-06-13
15388,ISO 8273:1985,9093,1,1985-06-27
15389,ISO 8274:1985,9599,1,1985-07-18
15390,ISO 8275:1985,9599,1,1985-08-01
15391,ISO/CD 8276,3098,1,
15392,ISO 8277:1988,9599,1,1988-03-10
15393,ISO 8278:1986,9599,1,1986-11-06
15394,ISO 8279:1985,9599,1,1985-09-12
15395,ISO 8279:1997,9599,2,1997-08-28
15396,ISO 8280:1993,9093,1,1993-12-23
15397,ISO/TR 8281-1:1983,9599,1,1983-12-01
15398,ISO 8282:1994,9599,1,1994-09-29
15399,ISO 8283-1:1991,9020,1,1991-05-02
15400,ISO 8283-2:1992,9060,1,1992-12-03
15401,ISO 8283-3:1992,9060,1,1992-12-03
15402,ISO 8283-4:1992,9060,1,1992-12-03
15403,ISO 12307-1:1994,9599,1,1994-12-22
15404,ISO/TR 8285:1990,9599,1,1990-02-08
15405,ISO/CD 8286,3098,1,
15406,ISO 8287:1984,9599,1,1984-10-01
15408,ISO 8288:1986,9093,1,1986-03-13
15409,ISO 8289:1986,9599,1,1986-07-24
15410,ISO 8290:1987,9599,1,1987-04-09
15411,ISO 8291:1986,9020,1,1986-08-28
15412,ISO 8292:1991,9599,1,1991-11-28
15413,ISO 8293:1990,9599,1,1990-06-07
15414,ISO 8294:1994,9093,1,1994-10-13
15415,ISO 8295:1986,9599,1,1986-11-13
15416,ISO 8296:1987,9599,1,1987-09-24
15417,ISO 8297:1994,9093,1,1994-12-22
15418,ISO 8298:1987,9599,1,1987-02-05
15419,ISO 8299:1993,9599,1,1993-05-27
15420,ISO 8300:1987,9599,1,1987-03-05
15421,ISO 8301:1991,9093,1,1991-08-08
15422,ISO 8302:1991,9093,1,1991-08-15
15423,ISO 8303:1985,9599,1,1985-04-25
15424,ISO 8304:1984,9599,1,1984-12-01
15425,ISO/CD 8305,3098,1,
15426,ISO 8306:1985,9599,1,1985-12-19
15427,ISO 8307:1990,9599,1,1990-11-15
15428,ISO 8308:1987,9599,1,1987-12-10
15429,ISO 8308:1993,9599,2,1993-04-07
15430,ISO 8309:1991,9599,1,1991-10-17
15431,ISO 8310:1991,9599,1,1991-11-14
15432,ISO 8311:1989,9599,1,1989-06-22
15433,Withdrawn 8312/Amd 1,3098,,
15434,ISO 8312-1:1988,9599,1,1988-12-29
15435,ISO 8313:1986,9599,1,1986-06-19
15436,ISO 8313:1989,9599,2,1989-10-12
15437,ISO 8314:1987,9093,1,1987-03-19
15438,ISO/CD 8315,3098,1,
15439,ISO 8316:1987,9093,1,1987-09-24
15440,ISO 8317:1989,9599,1,1989-06-15
15441,ISO 8318:1986,9599,1,1986-10-16
15442,ISO 8319-1:1986,9599,1,1986-10-09
15443,ISO 8319-2:1986,9093,1,1986-10-09
15444,ISO 8320:1986,9599,1,1986-09-25
15445,ISO 8321-1:1991,9599,1,1991-08-15
15446,ISO 8321-2:2000,9599,1,2000-03-09
15447,ISO 8322-1:1989,9599,1,1989-09-21
15448,ISO 8322-2:1989,9599,1,1989-09-21
15449,ISO 8322-3:1989,9599,1,1989-09-21
15450,ISO 8322-4:1991,9599,1,1991-11-07
15451,ISO 8322-5:1991,9599,1,1991-11-07
15452,ISO 8322-6:1991,9599,1,1991-11-07
15453,ISO 8322-7:1991,9599,1,1991-11-07
15454,ISO 8322-8:1992,9599,1,1992-06-25
15455,ISO/DIS 8322-9,4098,1,
15456,ISO 8322-10:1995,9599,1,1995-07-27
15457,ISO 8323:1985,9093,1,1985-07-18
15458,ISO/DIS 8324,4098,1,
15459,ISO 8325:1985,9599,1,1985-11-21
15460,ISO 8326:1987,9599,1,1987-08-06
15461,Withdrawn 8326/Add 1,4098,,
15462,Withdrawn 8326/Add 2,4098,,
15463,Withdrawn 8326/Amd 3,4098,,
15464,Withdrawn 8326/Amd 1,3098,,
15465,ISO 8326:1987/Amd 4:1992,9599,1,1992-12-30
15466,ISO 8327:1987,9599,1,1987-08-06
15467,Withdrawn 8327/Add 1,4098,,
15468,ISO 8327:1987/DIS Add 2,4098,1,
15469,ISO 8327:1987/Amd 3:1992,9599,1,1992-12-30
15470,ISO/IEC 8327-2:1996,9093,1,1996-10-10
15471,ISO 8328:1989,9599,1,1989-09-28
15472,ISO/TR 8330:1986,9599,1,1986-10-02
15473,ISO 8331:1991,9599,1,1991-10-03
15474,ISO 8332:1993,9599,1,1993-09-09
15476,ISO 8333:1985,9093,1,1985-11-21
15477,ISO 8334:1985,9599,1,1985-10-24
15478,ISO 8335:1987,9599,1,1987-11-12
15479,ISO 8336:1993,9599,1,1993-09-02
15480,ISO/CD 8337,3098,1,
15481,ISO/TR 8338:1988,9599,1,1988-12-15
15482,ISO 8339:1984,9599,1,1984-11-01
15483,ISO 8340:1984,9599,1,1984-11-01
15484,ISO 8341:1989,9599,1,1989-06-29
15486,ISO/FDIS 8342,5098,1,
15487,ISO 8343:1985,9093,1,1985-10-17
15488,ISO 8348:1987,9599,1,1987-04-23
15489,ISO 8348:1987/Add 1:1987,9599,1,1987-04-23
15490,ISO 8348:1987/Add 2:1988,9599,1,1988-03-10
15491,ISO 8348:1987/Add 3:1988,9599,1,1988-10-06
15492,Withdrawn 8348/Amd 4,4098,,
15493,ISO 8348:1987/Cor 1:1991,9599,1,1991-05-30
15494,ISO/TR 8349:1986,9599,1,1986-10-30
15495,ISO/TR 8350:1986,9599,1,1986-06-19
15496,ISO 8351-1:1994,9092,1,1994-06-30
15497,ISO/CD 8352-1,3098,1,
15498,ISO/CD 8352-2,3098,1,
15499,ISO/CD 8352-3,3098,1,
15501,ISO/TR 8354:1987,9599,1,1987-11-26
15502,ISO 8356:1984,9060,1,1984-10-01
15503,ISO/TR 8357:1996,6060,1,1996-12-12
15504,ISO 8358:1991,9599,1,1991-05-09
15505,ISO 8359:1988,9599,1,1988-03-03
15506,ISO/CD 8360-1,3098,1,
15507,ISO 8360-1:1988,9599,1,1988-12-29
15508,ISO 8360-2:1988,9599,1,1988-12-29
15509,ISO 8361-1:1991,9093,1,1991-09-05
